CO_PER_ROL,CUSIP,CONAME,EXEC_FNAME,EXEC_FULLNAME,EXEC_LNAME,YEAR,TWITTER,T_NAME,Search Date,company related,personal related,Note,
25826,48273210,K2 INC,Richard,Richard J. Heckmann,Heckmann,2006,X,X,2019/1/20,,,,
1414,57459910,MASCO CORP,Richard,Richard A. Manoogian,Manoogian,2006,X,X,2019/1/20,,,,
17168,41619620,HARTE HANKS INC,Richard,Richard M. Hochhauser,Hochhauser,2007,https://twitter.com/rhochhauser,rhochhauser,2019/1/20,0,0,,
13119,21036P10,CONSTELLATION BRANDS -CL A,Richard,Richard Sands,Sands,2006,X,X,2019/1/20,,,,
34557,24736170,DELTA AIR LINES INC,Richard,Richard H. Anderson,Anderson,2015,X,X,2019/1/20,,,FAKE ACCOUNT https://twitter.com/fakedeltaceo,
31520,53945110,LOJACK CORP,Richard,Richard T. Riley,Riley,2011,X,X,2019/1/20,,,https://www.linkedin.com/in/rich-riley-95274a50/,
39935,92864N10,VOLCOM INC,Richard,Richard R. Woolcott,Woolcott,2010,X,X,2019/1/20,,,https://www.linkedin.com/in/richard-woolcott-6338176/,
5861,22989910,CULLEN/FROST BANKERS INC,Richard,"Richard W. Evans, Jr.","Evans, Jr.",2015,X,X,2019/1/20,,,https://www.linkedin.com/in/dick-evans-02a118159/,
26411,5380710,AVNET INC,Richard,Richard P. Hamada,Hamada,2016,X,X,2019/1/20,,,,
26493,74912110,QWEST COMMUNICATION INTL INC,Richard,Richard C. Notebaert,Notebaert,2006,X,X,2019/1/20,,,,
15485,44840710,HUTCHINSON TECHNOLOGY INC,Richard,Richard J. Penn,Penn,2015,X,X,2019/1/20,,,https://www.linkedin.com/in/richard-penn-336019134/,
32805,36762610,GATEWAY INC,Richard,Richard D. Snyder,Snyder,2006,X,X,2019/1/20,,,,
10822,73317470,POPULAR INC,Richard,Richard L. Carrin,Carrin,2016,X,X,2019/1/20,,,,
21221,98389B10,XCEL ENERGY INC,Richard,Richard C. Kelly,Kelly,2011,X,X,2019/1/20,,,https://www.linkedin.com/in/richard-c-kelly-5453584/,
13783,52490810,LEHMAN BROTHERS HOLDINGS INC,Richard,"Richard Severin Fuld, Jr.","Fuld, Jr.",2007,https://twitter.com/richardfuld1,RichardFuld1,2019/1/20,0,20,,
47955,849210,AGREE REALTY CORP,Richard,Richard A. Agree,Agree,2012,X,X,2019/1/20,,,,
47968,65440K10,99 CENTS ONLY STORES,Richard,Richard A. Anicetti,Anicetti,2013,X,X,2019/1/20,,,https://www.linkedin.com/in/rick-anicetti-771527152/,
43547,47102X10,JANUS CAPITAL GROUP INC,Richard,Richard MacCoy Weil,Weil,2016,X,X,2019/1/21,,,https://www.linkedin.com/in/dick-weil-b674296b/,
13517,87182910,SYSCO CORP,Richard,Richard J. Schnieders,Schnieders,2009,X,X,2019/1/21,,,,
39276,05874B10,BALLY TECHNOLOGIES INC,Richard,Richard M. Haddrill,Haddrill,2012,X,X,2019/1/21,,,,
32084,00845V30,AGERE SYSTEMS INC,Richard,Richard L. Clemmer,Clemmer,2006,X,X,2019/1/21,,,,
27227,31340030,FEDERAL HOME LOAN MORTG CORP,Richard,"Richard Francis Syron, Ph.D.","Syron, Ph.D.",2008,https://twitter.com/dick_syron,dick_syron,2019/1/21,0,0,,
48647,92342Y10,VERIFONE SYSTEMS INC,Richard,Richard A. McGinn,McGinn,2013,X,X,2019/1/21,,,,
31931,13054D10,CALIFORNIA PIZZA KITCHEN INC,Richard,Richard L. Rosenfield,Rosenfield,2010,X,X,2019/1/21,,,,
1659,94974610,WELLS FARGO & CO,Richard,Richard M. Kovacevich,Kovacevich,2007,X,X,2019/1/21,,,,
38936,89840210,TRUSTMARK CORP,Richard,Richard G. Hickson,Hickson,2010,X,X,2019/1/21,,,,
38924,29742510,ESTERLINE TECHNOLOGIES CORP,Richard,Richard Bradley Lawrence,Lawrence,2013,X,X,2019/1/21,,,https://www.linkedin.com/in/r-brad-lawrence-9a55997/,
43610,9.28E+14,VITAMIN SHOPPE INC,Richard,Richard L. Markee,Markee,2010,X,X,2019/1/21,,,,
20760,69333Y10,P F CHANGS CHINA BISTRO INC,Richard,Richard L. Federico,Federico,2011,https://twitter.com/rfed8864,rfed8864,2019/1/21,16,4,,
31509,49338N10,KEYSTONE AUTOMOTIVE INDS INC,Richard,Richard L. Keister,Keister,2007,X,X,2019/1/21,,,,
27156,46069S10,INTERSIL CORP -CL A,Richard,Richard M. Beyer,Beyer,2007,X,X,2019/1/21,,,https://www.linkedin.com/in/rich-beyer-99706353/,
28619,57669010,MATERION CORP,Richard,Richard J. Hipple,Hipple,2016,X,X,2019/1/21,,,https://www.linkedin.com/in/richardhipple/,
60373,90184L10,TWITTER INC,Richard,Richard Costolo,Costolo,2014,https://twitter.com/dickc,dickc,2019/1/21,0,20,,
47788,12812610,CALAMP CORP,Richard,"Richard B. Gold, Ph.D.","Gold, Ph.D.",2010,X,X,2019/1/21,,,,
39812,2888410,AMERICAN PHYSICIANS CAPITAL,Richard,"Richard Kevin Clinton, FCAS, MAAA","Clinton, FCAS, MAAA",2009,X,X,2019/1/21,,,,
26387,36126810,G&K SERVICES INC -CL A,Richard,Richard L. Marcantonio,Marcantonio,2009,X,X,2019/1/21,,,https://www.linkedin.com/in/richard-marcantonio-38234330/,
19161,1371610,ALCAN INC,Richard,Richard B. Evans,Evans,2006,X,X,2019/1/21,,,,
19153,69525710,PACTIV CORP,Richard,Richard L. Wambold,Wambold,2009,X,X,2019/1/21,,,,
49172,43365Y10,HITTITE MICROWAVE CORP,Richard,Richard D. Hess,Hess,2013,X,X,2019/1/21,,,https://www.linkedin.com/in/rickdhess/,
51242,9779340,BONANZA CREEK ENERGY INC,Richard,Richard J. Carty,Carty,2016,X,X,2019/1/21,,,,
29193,98974P10,ZIX CORP,Richard,Richard D. Spurr,Spurr,2016,X,X,2019/1/21,,,,
11991,87161C50,SYNOVUS FINANCIAL CORP,Richard,Richard E. Anthony,Anthony,2010,X,X,2019/1/21,,,,
25981,74790650,QUANTUM CORP,Richard,Richard E. Belluzzo,Belluzzo,2010,X,X,2019/1/21,,,,
3891,83269640,SMUCKER (JM) CO,Richard,Richard K. Smucker,Smucker,2015,X,X,2019/1/21,,,,
39902,35699Z00,FREESCALE SEMICONDUCTOR INC,Richard,Richard M. Beyer,Beyer,2009,X,X,2019/1/21,,,,
53463,2406110,AMERICAN AXLE & MFG HOLDINGS,Richard,Richard E. Dauch,Dauch,2012,X,X,2019/1/21,,,,
28668,45765U10,INSIGHT ENTERPRISES INC,Richard,Richard A. Fennessy,Fennessy,2009,X,X,2019/1/21,,,,
53577,83093D95,SKYLINE CORP,Richard,Richard W. Florea,Florea,2016,X,X,2019/1/21,,,,
21310,88731730,TIME WARNER INC,Richard,"Richard D. Parsons, Esq., J.D.","Parsons, Esq., J.D.",2007,X,X,2019/1/21,,,,
11950,90297330,U S BANCORP,Richard,Richard K. Davis,Davis,2016,X,X,2019/1/21,,,,
26256,11373M10,BROOKLINE BANCORP INC,Richard,"Richard P. Chapman, Jr.","Chapman, Jr.",2008,X,X,2019/1/21,,,,
18517,14233910,CARLISLE COS INC,Richmond,Richmond D. McKinnish,McKinnish,2006,X,X,2019/1/21,,,,
53985,45781M10,INNOVIVA INC,Rick,Rick E. Winningham,Winningham,2014,X,X,2019/1/21,,,,
23344,72925110,PLUM CREEK TIMBER CO INC,Rick,Rick R. Holley,Holley,2015,X,X,2019/1/21,,,,
4848,57978020,MCCORMICK & CO INC,Robert,Robert John Lawless,Lawless,2007,X,X,2019/1/24,,,,
45767,98421B10,XPERI CORPORATION,Robert,"Robert A. Young, Ph.D.","Young, Ph.D.",2013,X,X,2019/1/24,,,,
50943,37184D10,GENESIS HEALTHCARE CORP,Robert,Robert H. Fish,Fish,2014,X,X,2019/1/24,,,,
11633,3529010,ANIXTER INTL INC,Robert,"Robert W. Grubbs, Jr.","Grubbs, Jr.",2008,X,X,2019/1/26,,,,
47292,2.55E+13,AMERN EAGLE OUTFITTERS INC,Robert,Robert L. Hanson,Hanson,2013,X,X,2019/1/26,,,https://www.linkedin.com/in/robert-hanson-56522415a/,
719,8.76E+14,TARGET CORP,Robert,Robert J. Ulrich,Ulrich,2007,X,X,2019/1/26,,,,
4270,82705630,SILICON GRAPHICS INC,Robert,Robert R. Bishop,Bishop,2006,X,X,2019/1/26,,,,
48467,81799P95,SERVICEMASTER CO,Robert,Robert J. Gillette,Gillette,2013,X,X,2019/1/26,,,https://www.linkedin.com/in/robert-gillette-49533248/,
4610,89352110,TRANSATLANTIC HOLDINGS INC,Robert,Robert Francis Orlich,Orlich,2010,https://twitter.com/OrlichRobert,OrlichRobert,2019/1/26,0,0,,
48262,30281V10,FTD COMPANIES INC,Robert,Robert S. Apatoff,Apatoff,2015,X,X,2019/1/26,,,,
53503,17148410,CHURCHILL DOWNS INC,Robert,Robert L. Evans,Evans,2014,X,X,2019/1/26,,,,
46534,53567910,LINENS N THINGS INC,Robert,Robert J. DiNicola,DiNicola,2007,X,X,2019/1/26,,,,
8741,88630,ADC TELECOMMUNICATIONS INC,Robert,Robert E. Switz,Switz,2010,X,X,2019/1/26,,,,
8681,H8817H10,TRANSOCEAN LTD,Robert,Robert L. Long,Long,2009,X,X,2019/1/26,,,,
48943,60315810,MINERALS TECHNOLOGIES INC,Robert,Robert S. Wetherbee,Wetherbee,2014,X,X,2019/1/26,,,,
43873,91886610,VALASSIS COMMUNICATIONS INC,Robert,Robert A. Mason,Mason,2012,X,X,2019/1/26,,,https://www.linkedin.com/in/rob-mason-181167/,
49745,20903410,CONSOLIDATED COMM HLDGS INC,Robert,Robert J. Currey,Currey,2014,X,X,2019/1/26,,,,
54346,N6748L10,ORTHOFIX INTERNATIONAL NV,Robert,Robert S. Vaters,Vaters,2012,https://twitter.com/robert_vaters,robert_vaters,2019/1/26,20,0,https://www.linkedin.com/in/robertvaters/,
43048,5009510,ATWOOD OCEANICS,Robert,Robert J. Saltiel,Saltiel,2016,X,X,2019/1/26,,,https://www.linkedin.com/in/rob-saltiel/,
51415,19828010,COLUMBIA PIPELINE GROUP INC,Robert,"Robert C. Skaggs, Jr.","Skaggs, Jr.",2015,X,X,2019/1/26,,,?2566????https://www.linkedin.com/in/bob-skaggs-16b9ab97/,
11455,55261F10,M & T BANK CORP,Robert,"Robert Emmet Sadler, Jr.","Sadler, Jr.",2006,X,X,2019/1/26,,,,
5782,15577110,CENTRAL VERMONT PUB SERV,Robert,Robert H. Young,Young,2010,X,X,2019/1/26,,,https://www.linkedin.com/in/bob-young-1a08a968/,
44338,78129510,RUE21 INC,Robert,Robert N. Fisch,Fisch,2012,X,X,2019/1/26,,,,
11519,14428510,CARPENTER TECHNOLOGY CORP,Robert,Robert J. Torcolini,Torcolini,2006,X,X,2019/1/26,,,,
43513,58319P10,MEADOWBROOK INS GROUP INC,Robert,Robert Samuel Cubbin,Cubbin,2014,X,X,2019/1/26,,,,
45077,12507110,CDI CORP,Robert,Robert M. Larney,Larney,2014,X,X,2019/1/26,,,https://www.linkedin.com/in/robert-m-larney-92725878/,
54975,4.28E+34,HESKA CORP,Robert,Robert B. Grieve,Grieve,2013,X,X,2019/1/26,,,https://www.linkedin.com/in/bob-grieve-26b3a6b/,
7640,19242210,COGNEX CORP,Robert,Robert J. Shillman,Shillman,2010,X,X,2019/1/26,,,,
45864,55003T10,LUMBER LIQUIDATORS HLDGS INC,Robert,Robert M. Lynch,Lynch,2014,https://twitter.com/ArtsCEOLynch,ArtsCEOLynch,2019/1/26,0,12,,
48859,41619620,HARTE HANKS INC,Robert,Robert A. Philpott,Philpott,2015,X,X,2019/1/27,,,,
42986,30226D10,EXTREME NETWORKS INC,Robert,Robert L. Corey,Corey,2010,X,X,2019/1/27,,,https://www.linkedin.com/in/bob-l-corey-b333076/,
7108,88947810,TOLL BROTHERS INC,Robert,Robert I. Toll,Toll,2010,X,X,2019/1/27,,,,
49956,81619Q10,SELECT MEDICAL HOLDINGS CORP,Robert,Robert A. Ortenzio,Ortenzio,2013,X,X,2019/1/27,,,,
36139,128210,A. H. BELO CORP,Robert,Robert W. Decherd,Decherd,2013,X,X,2019/1/27,,,,
21519,57708110,MATTEL INC,Robert,Robert A. Eckert,Eckert,2011,X,X,2019/1/27,,,,
33766,5268610,AUTHORIZE.NET HOLDINGS INC,Robert,Robert E. Donahue,Donahue,2006,X,X,2019/1/27,,,https://www.linkedin.com/in/bob-donahue-87a76b36/,
37599,88732J20,TIME WARNER CABLE INC,Robert,Robert D. Marcus,Marcus,2015,X,X,2019/1/27,,,https://www.linkedin.com/in/rob-marcus-9068b211/,
15029,67000910,NOVEN PHARMACEUTICALS INC,Robert,Robert C. Strauss,Strauss,2007,X,X,2019/1/27,,,https://www.linkedin.com/in/robert-strauss-25138534/,
21472,71343P20,PEPSIAMERICAS INC,Robert,Robert C. Pohlad,Pohlad,2009,X,X,2019/1/27,,,,
37640,15102010,CELGENE CORP,Robert,Robert J. Hugin,Hugin,2015,X,X,2019/1/27,,,,
15025,05591B10,BMC STOCK HOLDINGS INC,Robert,Robert E. Mellor,Mellor,2008,X,X,2019/1/27,,,,
33715,39036P20,GREAT ELM CAPITAL GROUP INC,Robert,Robert Vrij,Vrij,2008,X,X,2019/1/27,,,,
17978,253530,AARON'S INC,Robert,"Robert Charles Loudermilk, Sr.","Loudermilk, Sr.",2007,X,X,2019/1/27,,,,
33562,65335110,NEXCEN BRANDS INC,Robert,Robert W. D'Loren,D'Loren,2008,https://twitter.com/robertdloren,RobertDLoren,2019/1/27,20,0,https://www.linkedin.com/in/robert-d-loren-b5490240/,
33559,91891410,VALENCE TECHNOLOGY INC,Robert,Robert L. Kanode,Kanode,2011,X,X,2019/1/27,,,https://www.linkedin.com/in/robert-l-kanode-78878761/,
17979,253530,AARON'S INC,Robert,"Robert Charles Loudermilk, Jr.","Loudermilk, Jr.",2011,X,X,2019/1/27,,,2490 2493???,
33328,56377120,MANNATECH INC,Robert,Robert A. Sinnott,Sinnott,2015,X,X,2019/1/27,,,,
18058,73172K10,POLYCOM INC,Robert,Robert C. Hagerty,Hagerty,2009,https://twitter.com/bobhagerty,BobHagerty,2019/1/27,15,5,,
33198,14719510,CASCADE CORP,Robert,"Robert C. Warren, Jr.","Warren, Jr.",2011,X,X,2019/1/27,,,https://www.linkedin.com/in/robert-warren-3bb73a2a/,
33154,87823710,TECH DATA CORP,Robert,Robert M. Dutkowsky,Dutkowsky,2016,https://twitter.com/NotBobDutkowsky,NotBobDutkowsky,2019/1/27,20,0,https://www.linkedin.com/in/bobdutkowsky/,
3090,28176010,EDWARDS (A G) INC,Robert,Robert L. Bagby,Bagby,2006,X,X,2019/1/27,,,,
42844,49749810,KIRKLAND'S INC,Robert,Robert E. Alderson,Alderson,2014,X,X,2019/1/27,,,,
31490,32054R10,FIRST INDIANA CORP,Robert,Robert H. Warrington,Warrington,2006,X,X,2019/1/27,,,,
14166,98302410,WYETH,Robert,Robert Alan Essner,Essner,2007,X,X,2019/1/27,,,,
31624,13134730,CALPINE CORP,Robert,Robert P. May,May,2008,X,X,2019/1/27,,,,
31640,G6095L10,APTIV PLC,Robert,"Robert Stevens Miller, Jr.","Miller, Jr.",2006,X,X,2019/1/27,,,,
4189,53567810,LINEAR TECHNOLOGY CORP,Robert,"Robert H. Swanson, Jr.","Swanson, Jr.",2006,X,X,2019/1/27,,,,
31764,45746120,INLAND REAL ESTATE CORP,Robert,Robert Douglas Parks,Parks,2007,X,X,2019/1/27,,,,
33934,87162W10,SYNNEX CORP,Robert,Robert T. Huang,Huang,2008,X,X,2019/1/27,,,,
31785,48083810,JOS A BANK CLOTHIERS INC,Robert,Robert N. Wildrick,Wildrick,2008,X,X,2019/1/27,,,,
24289,46114210,INTERVOICE INC,Robert,Robert E. Ritchey,Ritchey,2007,X,X,2019/1/27,,,,
32273,58551A10,MELLON FINANCIAL CORP,Robert,Robert P. Kelly,Kelly,2006,X,X,2019/1/27,,,,
22053,65182410,NEWPORT CORP,Robert,Robert G. Deuster,Deuster,2007,X,X,2019/1/27,,,,
22056,65182410,NEWPORT CORP,Robert,Robert J. Phillippy,Phillippy,2015,X,X,2019/1/27,,,,
32563,45950610,INTL FLAVORS & FRAGRANCES,Robert,Robert M. Amen,Amen,2009,X,X,2019/1/27,,,,
32854,46145F10,INVESTMENT TECHNOLOGY GP INC,Robert,Robert C. Gasser,Gasser,2015,X,X,2019/1/27,,,,
31893,86323610,STRAYER EDUCATION INC,Robert,Robert S. Silberman,Silberman,2012,X,X,2019/1/27,,,,
15185,10947340,BRIGHTPOINT INC,Robert,Robert J. Laikin,Laikin,2011,X,X,2019/1/27,,,,
17648,74838C10,QUIKSILVER INC,Robert,"Robert B. McKnight, Jr.","McKnight, Jr.",2012,X,X,2019/1/27,,,,
22526,19549330,COLONIAL BANCGROUP,Robert,Robert E. Lowder,Lowder,2008,X,X,2019/1/27,,,,
35493,71721R40,PHASE FORWARD INC,Robert,Robert Kirby Weiler,Weiler,2009,X,X,2019/1/27,,,,
36429,53223X10,LIFE STORAGE INC,Robert,Robert J. Attea,Attea,2011,X,X,2019/1/27,,,,
16175,29742510,ESTERLINE TECHNOLOGIES CORP,Robert,Robert William Cremin,Cremin,2009,X,X,2019/1/27,,,,
35721,49271M10,KEURIG GREEN MOUNTAIN INC,Robert,Robert P. Stiller,Stiller,2007,X,X,2019/1/27,,,,
35777,57636Q10,MASTERCARD INC,Robert,Robert W. Selander,Selander,2009,X,X,2019/1/27,,,,
35796,27885610,ECLIPSYS CORP,Robert,Robert Andrew Eckert,Eckert,2008,X,X,2019/1/27,,,https://www.linkedin.com/in/r-andrew-eckert-b3845523/,
16565,26499B00,PROGRESS ENERGY INC,Robert,Robert B. McGehee,McGehee,2007,X,X,2019/1/27,,,,
35825,39525910,GREENHILL & CO INC,Robert,"Robert Foster Greenhill, Sr.","Greenhill, Sr.",2007,X,X,2019/1/27,,,,
15779,97463710,WINNEBAGO INDUSTRIES,Robert,Robert J. Olson,Olson,2011,X,X,2019/1/27,,,https://www.linkedin.com/in/bob-olson-08471a3b/,
36318,61539420,MOOG INC -CL A,Robert,Robert T. Brady,Brady,2012,X,X,2019/1/27,,,,
36038,00949P10,AIRTRAN HOLDINGS INC,Robert,Robert L. Fornaro,Fornaro,2010,X,X,2019/1/27,,,,
36260,42235N10,HEARTLAND PAYMENT SYSTEMS,Robert,Robert O. Carr,Carr,2015,X,X,2019/1/27,,,,
36116,76009N10,RENT-A-CENTER INC,Robert,Robert D. Davis,Davis,2016,X,X,2019/1/27,,,https://www.linkedin.com/in/robert-davis-759682a/,
36134,91819410,VCA INC,Robert,Robert L. Antin,Antin,2016,X,X,2019/1/27,,,https://www.linkedin.com/in/bob-antin-151a8574/,
35975,63110310,NASDAQ INC,Robert,Robert Greifeld,Greifeld,2016,https://twitter.com/GreifeldRobert,GreifeldRobert,2019/1/27,6,0,,
14060,52186520,LEAR CORP,Robert,Robert E. Rossiter,Rossiter,2011,X,X,2019/1/27,,,,
34867,50188920,LKQ CORP,Robert,Robert Louis Wagman,Wagman,2016,X,X,2019/1/27,,,https://www.linkedin.com/in/rob-wagman-a2104a45/,
34701,45665B10,INFOCUS CORP,Robert,Robert G. O'Malley,O'Malley,2008,X,X,2019/1/27,,,https://www.linkedin.com/in/bob-o-malley-83747925/,
34028,6405810,BANK OF NEW YORK MELLON CORP,Robert,Robert P. Kelly,Kelly,2011,X,X,2019/1/27,,,,
2816,14149Y10,CARDINAL HEALTH INC,Robert,Robert D. Walter,Walter,2006,X,X,2019/1/27,,,,
17547,24713110,DELPHI FINANCIAL GROUP INC,Robert,Robert Rosenkranz,Rosenkranz,2011,https://twitter.com/RosenkranzBlog,RosenkranzBlog,2019/1/27,17,3,https://www.linkedin.com/in/robertrosenkranz/,
17506,71377A10,PERFORMANCE FOOD GROUP CO,Robert,Robert C. Sledd,Sledd,2006,X,X,2019/1/27,,,,
17329,59268810,METTLER-TOLEDO INTL INC,Robert,Robert F. Spoerry,Spoerry,2007,X,X,2019/1/27,,,,
17275,14752810,CASEYS GENERAL STORES INC,Robert,Robert J. Myers,Myers,2015,X,X,2019/1/27,,,,
34782,40425J10,HMS HOLDINGS CORP,Robert,Robert M. Holster,Holster,2008,X,X,2019/1/27,,,,
17185,09643P20,BLYTH INC,Robert,"Robert B. Goergen, Sr.","Goergen, Sr.",2013,X,X,2019/1/27,,,,
2743,8055510,BELO CORP -SER A COM,Robert,Robert W. Decherd,Decherd,2007,X,X,2019/1/27,,,,
37067,87966410,TELLABS INC,Robert,Robert W. Pullen,Pullen,2012,X,X,2019/1/27,,,PASSED AWAY,
34491,16282510,CHECKPOINT SYSTEMS INC,Robert,Robert P. Van Der Merwe,Van Der Merwe,2012,X,X,2019/1/27,,,https://www.linkedin.com/in/robert-rob-van-der-merwe-314444a/,
34568,22087310,CORUS BANKSHARES INC,Robert,Robert J. Glickman,Glickman,2008,X,X,2019/1/27,,,https://www.linkedin.com/in/bob-glickman-9651538/,
22351,74736K10,QORVO INC,Robert,Robert A. Bruggeworth,Bruggeworth,2016,X,X,2019/1/30,,,,
36634,11434010,BROOKS AUTOMATION INC,Robert,Robert J. Lepofsky,Lepofsky,2010,X,X,2019/1/30,,,,
15303,5592110,BMC SOFTWARE INC,Robert,Robert E. Beauchamp,Beauchamp,2012,https://twitter.com/bob_beauchamp,bob_beauchamp,2019/1/30,0,20,,
31447,74271810,PROCTER & GAMBLE CO,Robert,Robert A. McDonald,McDonald,2013,X,X,2019/1/30,,,,
32509,04621X10,ASSURANT INC,Robert,Robert Brian Pollock,Pollock,2014,X,X,2019/1/30,,,,
38642,61023610,MONRO INC,Robert,Robert G. Gross,Gross,2012,X,X,2019/1/30,,,,
20761,69333Y10,P F CHANGS CHINA BISTRO INC,Robert,Robert T. Vivian,Vivian,2010,X,X,2019/1/30,,,,
28331,43644010,HOLOGIC INC,Robert,Robert A. Cascella,Cascella,2013,X,X,2019/1/30,,,https://www.linkedin.com/in/robertacascella/,
20653,77513310,ROGERS CORP,Robert,Robert D. Wachob,Wachob,2010,X,X,2019/1/30,,,,
40067,10969910,BRINKS HOME SECURITY HLDGS,Robert,Robert B. Allen,Allen,2008,X,X,2019/1/30,,,,
31383,1877230,ALLIANCE ONE INTL INC,Robert,Robert E. Harrison,Harrison,2010,X,X,2019/1/30,,,,
20626,23257210,CYMER INC,Robert,Robert P. Akins,Akins,2012,X,X,2019/1/30,,,https://www.linkedin.com/in/robert-akins-b58a5a15/,
28079,G5509L10,LIVANOVA PLC,Robert,Robert P. Cummins,Cummins,2006,X,X,2019/1/30,,,,
20592,45170X20,IDENTIV INC,Robert,Robert Schneider,Schneider,2006,X,X,2019/1/30,,,,
21712,43707610,HOME DEPOT INC,Robert,Robert L. Nardelli,Nardelli,2006,https://twitter.com/bobnardelli,bobnardelli,2019/2/3,8,12,,
20481,74143730,PRICE COMMUNICATIONS CORP,Robert,Robert Price,Price,2006,X,X,2019/2/3,,,,
28870,16389320,CHEMTURA CORP,Robert,Robert L. Wood,Wood,2008,X,X,2019/2/3,,,,
13346,00508X20,ACTUANT CORP -CL A,Robert,Robert C. Arzbaecher,Arzbaecher,2013,X,X,2019/2/3,,,,
29017,65473P10,NISOURCE INC,Robert,"Robert C. Skaggs, Jr.","Skaggs, Jr.",2014,X,X,2019/2/3,,,?2467???,
13540,82705630,SILICON GRAPHICS INC,Robert,Robert H. Ewald,Ewald,2008,X,X,2019/2/3,,,,
28583,7181310,BAXTER INTERNATIONAL INC,Robert,"Robert L. Parkinson, Jr.","Parkinson, Jr.",2015,X,X,2019/2/3,,,,
20840,24419910,DEERE & CO,Robert,Robert W. Lane,Lane,2009,X,X,2019/2/3,,,RETIRED,
27769,46204420,ION GEOPHYSICAL CORP,Robert,Robert P. Peebler,Peebler,2011,X,X,2019/2/3,,,,
27694,71676810,PETSMART INC,Robert,Robert F. Moran,Moran,2013,X,X,2019/2/3,,,,
25945,67071210,NYFIX INC,Robert,Robert C. Gasser,Gasser,2006,X,X,2019/2/3,,,,
25979,48804410,KELLWOOD CO,Robert,"Robert C. Skinner, Jr.","Skinner, Jr.",2006,X,X,2019/2/3,,,,
12739,2313988,AMBAC FINANCIAL GROUP INC,Robert,Robert John Genader,Genader,2007,,,2019/3/2,,,,
25686,N5946510,MYLAN NV,Robert,Robert J. Coury,Coury,2011,,,,,,,
42648,00213J10,ATC VENTURES GROUP INC,Robert,Robert Davis,Davis,2011,,,,,,,
26471,73740710,POSSIS MEDICAL INC,Robert,Robert G. Dutcher,Dutcher,2007,,,,,,,
26795,03937C10,ARCBEST CORP,Robert,Robert A. Davidson,Davidson,2009,,,,,,,
26856,49337W10,KEYSPAN CORP,Robert,Robert B. Catell,Catell,2006,,,,,,,
42469,33643310,FIRST SOLAR INC,Robert,Robert J. Gillette,Gillette,2011,,,,,,,
27033,31385510,FEDERAL SIGNAL CORP,Robert,Robert D. Welding,Welding,2007,,,,,,,
22807,69344F10,PMC-SIERRA INC,Robert,Robert L. Bailey,Bailey,2007,,,,,,,
42214,2687478,AMERICAN INTERNATIONAL GROUP,Robert,Robert Herman Benmosche,Benmosche,2014,X,X,2019/3/2,,,DEAD,
21105,53983010,LOCKHEED MARTIN CORP,Robert,Robert J. Stevens,Stevens,2012,,,,,,,
3687,70108110,PARKER DRILLING CO,Robert,"Robert L. Parker, Jr.","Parker, Jr.",2009,,,,,,,
20926,38255010,GOODYEAR TIRE & RUBBER CO,Robert,Robert J. Keegan,Keegan,2009,,,,,,,
29131,78651420,SAFEWAY INC,Robert,Robert L. Edwards,Edwards,2014,X,X,2019/3/2,,,,
13623,4956010,ATMOS ENERGY CORP,Robert,Robert W. Best,Best,2010,,,,,,,
28403,04033V20,ARIBA INC,Robert,"Robert M. Calderoni, CPA, CPA","Calderoni, CPA, CPA",2011,,,,,,,
23381,493020,ACTIVISION INC,Robert,Robert A. Kotick,Kotick,2008,,,,,,,
19227,68823920,OSHKOSH CORP,Robert,Robert G. Bohn,Bohn,2010,,,,,,,
31171,46284V10,IRON MOUNTAIN INC,Robert,Robert T. Brennan,Brennan,2010,,,,,,,
19235,52610710,LENNOX INTERNATIONAL INC,Robert,Robert E. Schjerven,Schjerven,2006,,,,,,,
19401,69036R86,OVERSEAS SHIPHOLDING GROUP,Robert,Robert E. Johnston,Johnston,2014,X,X,2019/3/2,,,,
19547,52077610,LAWSON PRODUCTS,Robert,Robert J. Washlow,Washlow,2006,,,,,,,
19881,26915110,ESS TECHNOLOGY INC,Robert,Robert L. Blair,Blair,2007,,,,,,,
29685,20563810,COMPUWARE CORP,Robert,Robert C. Paul,Paul,2013,,,,,,,
30841,70422710,PAXAR CORP,Robert,Robert P. Van Der Merwe,Van Der Merwe,2006,,,,,,,
30762,67611V10,ODYSSEY HEALTHCARE INC,Robert,Robert A. Lefton,Lefton,2009,,,,,,,
30866,87075610,SWIFT TRANSPORTATION CO INC,Robert,Robert W. Cunningham,Cunningham,2006,,,,,,,
19163,G0551A10,ARRIS INTERNATIONAL PLC,Robert,Robert J. Stanzione,Stanzione,2016,X,X,2019/2/9,,,,
29460,09643P20,BLYTH INC,Robert,"Robert B. Goergen, Jr.","Goergen, Jr.",2014,X,X,2-??,,,,
38055,96199X93,WESTWOOD ONE INC -OLD,Roderick,"Roderick M. Sherwood, III","Sherwood, III",2010,,,,,,,
51212,67020Q30,NTELOS HOLDINGS CORP,Rodney,Rodney D. Dir,Dir,2015,X,X,2019/2/9,,,,
19056,G6095L10,APTIV PLC,Rodney,Rodney O'Neal,O'Neal,2014,X,X,,,,,
45120,23582520,DANA INC,Roger,Roger J. Wood,Wood,2015,X,X,2019/2/9,,,,
